319.42, 1589, 1734
314.09, 1581, 1727
308.75, 1583, 1731
303.19, 1542, 1704
297.86, 1582, 1790
292.75, 1611, 1773
287.41, 1579, 1755
281.85, 1622, 1849
276.52, 1601, 1906
270.96, 1591, 1883
265.63, 2274, 2467
260.29, 2652, 2669
255.18, 2714, 2717
250.07, 2713, 2725
244.51, 2714, 2722
239.18, 2713, 2733
233.84, 2712, 2732
228.51, 2703, 2727
223.39, 2721, 2740
218.06, 2626, 2703
212.95, 2206, 2477
207.61, 1571, 1981
202.05, 1508, 1746
196.72, 1503, 1767
191.39, 1563, 1773
186.05, 1573, 1812
180.72, 1553, 1848
175.16, 1690, 2031
169.82, 2454, 2497
164.71, 2638, 2676
159.38, 2708, 2719
153.82, 2689, 2714
148.48, 2687, 2710
142.93, 2696, 2718
138.04, 2716, 2729
132.70, 2714, 2721
127.37, 2702, 2720
122.03, 2558, 2610
116.70, 1931, 2380
110.92, 1540, 1933
105.58, 1552, 1993
100.47, 1536, 1990
95.14, 1517, 1966
89.80, 1498, 1878
84.47, 1525, 1876
79.35, 1571, 1972
74.02, 1569, 2054
68.69, 1585, 2080
63.35, 1610, 2007
57.79, 1591, 1979
52.68, 1545, 1924
47.12, 1518, 1910
41.79, 1554, 1856
36.45, 1593, 1812
31.12, 1586, 1845
25.78, 1656, 1806
20.67, 1684, 1872
15.12, 1695, 1827
9.78, 1637, 1887
4.45, 1669, 1879
-0.89, 1716, 1916
-6.22, 1710, 1930
-8.89, 1610, 1852
-7.78, 1401, 1526
-3.78, 1736, 2005
2.00, 1663, 1869
7.78, 1633, 1875
13.11, 1684, 1891
18.23, 1680, 1872
23.78, 1699, 1839
29.12, 1597, 1815
34.45, 1595, 1815
39.79, 1587, 1831
45.12, 1508, 1865
50.46, 1509, 1922
55.79, 1568, 1954
61.13, 1579, 1973
66.46, 1626, 2039
71.80, 1569, 2096
77.13, 1544, 2046
82.69, 1557, 1931
88.02, 1520, 1833
93.36, 1483, 1867
98.47, 1509, 1968
103.58, 1561, 2002
109.36, 1562, 2004
114.25, 1623, 2009
119.59, 2297, 2466
124.92, 2632, 2664
130.26, 2717, 2725
135.37, 2729, 2743
140.93, 2722, 2736
146.26, 2711, 2727
151.60, 2697, 2728
157.15, 2700, 2723
162.27, 2708, 2717
167.60, 2616, 2631
172.94, 2273, 2455
178.27, 1594, 1947
184.05, 1578, 1840
189.16, 1549, 1789
194.50, 1548, 1776
199.83, 1516, 1790
205.17, 1541, 1780
210.28, 1617, 2089
215.84, 2351, 2515
221.17, 2649, 2705
226.51, 2713, 2730
231.84, 2715, 2736
237.18, 2709, 2728
242.51, 2715, 2727
247.84, 2716, 2722
252.96, 2707, 2723
258.29, 2725, 2721
263.63, 2599, 2599
268.96, 2022, 2253
274.30, 1568, 1856
279.63, 1626, 1828
284.97, 1625, 1846
290.52, 1603, 1747
295.86, 1616, 1769
301.19, 1655, 1801
306.53, 1581, 1746
312.08, 1638, 1779
317.42, 1597, 1738
322.53, 1577, 1752
327.87, 1539, 1757
333.42, 1537, 1756
338.54, 1541, 1773
343.87, 1513, 1819
349.21, 1502, 1815
354.54, 1443, 1836
359.88, 1400, 1851
365.21, 1456, 1886
370.54, 1502, 1886
375.88, 1512, 1900
381.21, 1523, 1925
386.55, 1502, 1858
391.66, 1510, 1908
397.00, 1554, 1929
402.33, 1573, 2018
407.67, 1622, 2020
413.22, 1578, 1961
418.78, 1601, 1890
424.34, 1628, 1882
429.45, 1586, 1826
434.56, 1574, 1776
439.90, 1591, 1745
445.23, 1673, 1787
450.57, 1661, 1875
455.90, 1602, 1886
461.24, 1634, 1865
466.57, 1627, 1907
471.91, 1702, 1914
477.24, 1724, 1914
482.58, 1718, 1853
487.69, 1708, 1864
493.02, 1609, 1839
498.58, 1592, 1815
503.91, 1659, 1801
509.03, 1642, 1834
511.92, 1698, 1919
511.25, 1681, 1892
507.25, 1648, 1844
501.69, 1644, 1792
495.69, 1591, 1828
489.91, 1599, 1825
484.58, 1723, 1869
479.46, 1711, 1846
474.13, 1709, 1911
469.02, 1686, 1911
463.68, 1628, 1877
457.90, 1626, 1875
452.57, 1607, 1893
447.68, 1659, 1851
442.34, 1675, 1781
436.79, 1572, 1727
431.23, 1586, 1792
426.12, 1574, 1844
420.78, 1615, 1861
415.67, 1601, 1896
410.33, 1571, 1955
405.22, 1621, 2038
399.66, 1574, 2033
394.33, 1540, 1923
388.77, 1505, 1892
383.22, 1481, 1865
378.10, 1534, 1919
372.77, 1509, 1892
367.43, 1500, 1878
362.10, 1430, 1854
356.54, 1405, 1861
351.43, 1462, 1829
346.09, 1491, 1797
340.76, 1534, 1802
335.20, 1564, 1767
329.87, 1516, 1753
324.53, 1554, 1746
319.42, 1590, 1747
314.09, 1598, 1746
308.75, 1636, 1773
303.42, 1576, 1741
298.08, 1629, 1790
292.75, 1612, 1781
287.63, 1593, 1743
282.08, 1603, 1812
276.74, 1595, 1858
271.18, 1586, 1857
265.85, 2184, 2423
260.52, 2630, 2630
255.40, 2713, 2717
249.85, 2706, 2721
244.73, 2714, 2724
239.18, 2713, 2732
234.06, 2711, 2732
228.51, 2704, 2733
223.39, 2709, 2733
217.84, 2623, 2700
212.72, 2125, 2489
207.17, 1559, 1975
201.83, 1521, 1757
196.50, 1508, 1771
191.39, 1565, 1776
185.83, 1568, 1814
180.72, 1559, 1850
175.38, 1686, 2043
170.05, 2441, 2484
164.49, 2641, 2667
159.15, 2712, 2720
153.82, 2697, 2725
148.71, 2695, 2716
143.37, 2710, 2729
137.82, 2720, 2728
132.48, 2723, 2733
127.37, 2707, 2723
122.03, 2574, 2646
116.48, 1960, 2454
111.14, 1520, 1953
105.81, 1530, 1951
100.47, 1518, 1972
95.14, 1517, 1959
90.02, 1514, 1919
84.69, 1560, 1910
79.35, 1617, 2023
74.02, 1611, 2120
68.69, 1612, 2143
63.35, 1636, 2053
57.79, 1592, 1977
52.68, 1553, 1935
47.12, 1520, 1908
41.79, 1570, 1893
36.68, 1608, 1846
31.12, 1606, 1861
25.78, 1655, 1819
20.45, 1694, 1880
15.12, 1695, 1838
10.00, 1640, 1899
4.45, 1650, 1874
-0.67, 1715, 1910
-6.00, 1718, 1949
-8.89, 1626, 1891
-8.00, 1430, 1573
-3.78, 1743, 2016
2.00, 1652, 1836
7.78, 1639, 1887
13.11, 1681, 1894
18.23, 1684, 1878
23.78, 1711, 1849
28.90, 1609, 1844
34.45, 1619, 1849
39.79, 1596, 1873
45.12, 1526, 1899
50.24, 1513, 1923
55.79, 1583, 1963
61.13, 1593, 2018
66.24, 1660, 2109
71.80, 1617, 2183
77.13, 1579, 2114
82.47, 1600, 1996
88.02, 1557, 1896
93.14, 1522, 1943
98.69, 1518, 1982
103.81, 1533, 1987
109.36, 1517, 1935
114.70, 1570, 2059
119.81, 2298, 2508
125.15, 2639, 2699
130.70, 2713, 2723
136.04, 2717, 2733
141.15, 2714, 2729
146.48, 2706, 2726
152.04, 2695, 2715
157.15, 2705, 2723
162.27, 2706, 2712
167.82, 2597, 2614
173.16, 2205, 2437
178.49, 1578, 1929
183.83, 1592, 1857
189.38, 1549, 1795
194.72, 1537, 1752
199.61, 1515, 1799
205.17, 1542, 1790
210.50, 1664, 2150
215.84, 2440, 2532
220.95, 2660, 2711
226.51, 2716, 2733
231.84, 2709, 2738
237.18, 2721, 2738
242.51, 2729, 2742
247.84, 2715, 2727
253.18, 2703, 2716
258.29, 2718, 2717
263.63, 2560, 2576
269.41, 1915, 2170
274.52, 1562, 1853
279.63, 1630, 1810
285.19, 1620, 1863
290.52, 1586, 1746
295.86, 1605, 1763
301.42, 1649, 1793
306.75, 1576, 1742
312.08, 1629, 1776
317.42, 1603, 1753
322.53, 1567, 1751
328.09, 1541, 1752
333.42, 1548, 1777
338.54, 1554, 1772
343.87, 1507, 1815
349.43, 1514, 1833
354.54, 1452, 1846
359.88, 1401, 1858
365.43, 1437, 1896
370.54, 1497, 1899
375.88, 1530, 1917
381.21, 1504, 1929
386.55, 1499, 1856
391.88, 1516, 1914
397.22, 1547, 1923
402.33, 1591, 2049
407.67, 1624, 2023
413.45, 1591, 1938
418.78, 1610, 1884
424.34, 1611, 1880
429.67, 1595, 1812
434.78, 1576, 1772
440.12, 1612, 1742
445.23, 1673, 1796
450.79, 1640, 1886
456.12, 1598, 1883
461.46, 1643, 1858
466.79, 1642, 1915
471.91, 1720, 1922
477.46, 1727, 1923
482.58, 1724, 1851
487.91, 1691, 1866
493.47, 1609, 1831
498.58, 1600, 1823
503.91, 1652, 1805
509.25, 1644, 1846
512.14, 1694, 1926
511.25, 1678, 1894
507.03, 1655, 1861
501.69, 1648, 1798
495.69, 1585, 1827
490.13, 1605, 1827
484.58, 1717, 1878
479.46, 1719, 1828
474.35, 1716, 1921
469.02, 1692, 1913
463.24, 1627, 1888
458.12, 1626, 1864
453.01, 1603, 1876
447.45, 1661, 1861
442.34, 1681, 1800
437.01, 1584, 1735
431.23, 1576, 1787
426.12, 1574, 1844
420.56, 1629, 1871
415.45, 1599, 1890
410.33, 1574, 1937
405.00, 1626, 2020
399.66, 1589, 2055
394.33, 1543, 1909
388.55, 1511, 1901
383.22, 1484, 1861
377.88, 1519, 1913
372.55, 1505, 1907
367.21, 1499, 1881
361.88, 1416, 1868
356.54, 1405, 1846
351.43, 1457, 1834
346.09, 1503, 1809
340.76, 1526, 1805
335.20, 1568, 1759
329.87, 1524, 1757
324.75, 1548, 1735
319.64, 1579, 1745
314.31, 1599, 1743
308.75, 1625, 1771
303.42, 1565, 1725
298.08, 1625, 1787
292.75, 1609, 1799
287.41, 1574, 1749
281.85, 1603, 1831
